,QuoteNumber,Original_Quote_Date,QuoteConversion_Flag,Field6,Field7,Field8,Field9,Field10,Field11,Field12,CoverageField1A,CoverageField1B,CoverageField2A,CoverageField2B,CoverageField3A,CoverageField3B,CoverageField4A,CoverageField4B,CoverageField5A,CoverageField5B,CoverageField6A,CoverageField6B,CoverageField8,CoverageField9,CoverageField11A,CoverageField11B,SalesField1A,SalesField1B,SalesField2A,SalesField2B,SalesField3,SalesField4,SalesField5,SalesField6,SalesField7,SalesField8,SalesField9,SalesField10,SalesField11,SalesField12,SalesField13,SalesField14,SalesField15,PersonalField1,PersonalField2,PersonalField4A,PersonalField4B,PersonalField5,PersonalField6,PersonalField7,PersonalField8,PersonalField9,PersonalField10A,PersonalField10B,PersonalField11,PersonalField12,PersonalField13,PersonalField14,PersonalField15,PersonalField16,PersonalField17,PersonalField18,PersonalField19,PersonalField22,PersonalField23,PersonalField24,PersonalField25,PersonalField26,PersonalField27,PersonalField28,PersonalField29,PersonalField30,PersonalField31,PersonalField32,PersonalField33,PersonalField34,PersonalField35,PersonalField36,PersonalField37,PersonalField38,PersonalField39,PersonalField40,PersonalField41,PersonalField42,PersonalField43,PersonalField44,PersonalField45,PersonalField46,PersonalField47,PersonalField48,PersonalField49,PersonalField50,PersonalField51,PersonalField52,PersonalField53,PersonalField54,PersonalField55,PersonalField56,PersonalField57,PersonalField58,PersonalField59,PersonalField60,PersonalField61,PersonalField62,PersonalField63,PersonalField64,PersonalField65,PersonalField66,PersonalField67,PersonalField68,PersonalField69,PersonalField70,PersonalField71,PersonalField72,PersonalField73,PersonalField74,PersonalField75,PersonalField76,PersonalField77,PersonalField78,PersonalField79,PersonalField80,PersonalField81,PersonalField82,PersonalField83,PersonalField84,PropertyField1A,PropertyField1B,PropertyField2A,PropertyField2B,PropertyField3,PropertyField4,PropertyField5,PropertyField6,PropertyField7,PropertyField8,PropertyField9,PropertyField10,PropertyField11A,PropertyField11B,PropertyField12,PropertyField13,PropertyField14,PropertyField15,PropertyField16A,PropertyField16B,PropertyField17,PropertyField18,PropertyField19,PropertyField20,PropertyField21A,PropertyField21B,PropertyField22,PropertyField23,PropertyField24A,PropertyField24B,PropertyField25,PropertyField26A,PropertyField26B,PropertyField27,PropertyField28,PropertyField29,PropertyField30,PropertyField31,PropertyField32,PropertyField33,PropertyField34,PropertyField35,PropertyField36,PropertyField37,PropertyField38,PropertyField39A,PropertyField39B,GeographicField1A,GeographicField1B,GeographicField2A,GeographicField2B,GeographicField3A,GeographicField3B,GeographicField4A,GeographicField4B,GeographicField5A,GeographicField5B,GeographicField6A,GeographicField6B,GeographicField7A,GeographicField7B,GeographicField8A,GeographicField8B,GeographicField9A,GeographicField9B,GeographicField10A,GeographicField10B,GeographicField11A,GeographicField11B,GeographicField12A,GeographicField12B,GeographicField13A,GeographicField13B,GeographicField14A,GeographicField14B,GeographicField15A,GeographicField15B,GeographicField16A,GeographicField16B,GeographicField17A,GeographicField17B,GeographicField18A,GeographicField18B,GeographicField19A,GeographicField19B,GeographicField20A,GeographicField20B,GeographicField21A,GeographicField21B,GeographicField22A,GeographicField22B,GeographicField23A,GeographicField23B,GeographicField24A,GeographicField24B,GeographicField25A,GeographicField25B,GeographicField26A,GeographicField26B,GeographicField27A,GeographicField27B,GeographicField28A,GeographicField28B,GeographicField29A,GeographicField29B,GeographicField30A,GeographicField30B,GeographicField31A,GeographicField31B,GeographicField32A,GeographicField32B,GeographicField33A,GeographicField33B,GeographicField34A,GeographicField34B,GeographicField35A,GeographicField35B,GeographicField36A,GeographicField36B,GeographicField37A,GeographicField37B,GeographicField38A,GeographicField38B,GeographicField39A,GeographicField39B,GeographicField40A,GeographicField40B,GeographicField41A,GeographicField41B,GeographicField42A,GeographicField42B,GeographicField43A,GeographicField43B,GeographicField44A,GeographicField44B,GeographicField45A,GeographicField45B,GeographicField46A,GeographicField46B,GeographicField47A,GeographicField47B,GeographicField48A,GeographicField48B,GeographicField49A,GeographicField49B,GeographicField50A,GeographicField50B,GeographicField51A,GeographicField51B,GeographicField52A,GeographicField52B,GeographicField53A,GeographicField53B,GeographicField54A,GeographicField54B,GeographicField55A,GeographicField55B,GeographicField56A,GeographicField56B,GeographicField57A,GeographicField57B,GeographicField58A,GeographicField58B,GeographicField59A,GeographicField59B,GeographicField60A,GeographicField60B,GeographicField61A,GeographicField61B,GeographicField62A,GeographicField62B,GeographicField63,GeographicField64
137629,229066,2014-11-08,0,F,7,1.0006,0.004,548,1.2433,N,8,13,8,13,11,18,7,13,13,22,13,23,Y,E,8,16,4,13,4,14,1,1,2,20,R,47285,1,0,1,1,0,1,1,1,1,7,9,7,0,N,1,2,7,16,0,1,2,3,8,ZN,XG,XF,ZT,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,25,25,-1,2,N,N,Y,0,N,0,0,1,-1,22,1,1,A,5,5,10,1,2,1,0,8,13,2,1,8,11,2.0,5,5,4,B,,N,O,Y,H,Y,2,N,N,N,10,10,25,25,11,9,4,3,18,20,-1,19,4,12,10,14,5,13,6,14,-1,25,4,11,9,15,5,12,-1,12,10,16,6,14,2,13,-1,22,18,17,15,19,-1,19,-1,18,-1,11,13,6,10,6,6,6,13,5,8,14,20,24,13,23,11,18,4,4,1,1,13,17,8,13,24,25,2,2,16,23,1,1,10,16,23,22,13,17,11,15,25,25,11,17,20,22,7,12,3,1,10,4,22,22,2,1,2,1,7,2,15,15,22,25,-1,16,21,24,14,18,9,9,-1,13,-1,5,-1,20,N,NJ
125533,208957,2013-03-13,0,E,23,0.9375,0.0006,"1,480",1.2714,N,8,13,8,13,7,11,7,12,1,2,1,6,T,F,4,6,4,13,4,14,1,5,5,23,T,13541,0,0,0,0,0,0,0,1,1,13,18,10,1,N,1,2,7,14,0,1,2,4,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,2.0,12,17,-1,9,N,N,Y,0,R,0,0,1,-1,21,1,2,C,4,3,4,0,0,0,0,8,13,2,1,10,15,2.0,6,8,17,B,0.0,Y,N,N,H,N,0,N,N,N,13,16,2,4,17,17,14,16,8,5,-1,13,10,18,11,16,10,18,12,17,-1,25,9,17,12,16,9,17,-1,22,9,8,12,22,2,7,-1,9,17,16,6,17,-1,22,-1,24,-1,15,17,16,17,17,10,13,21,20,10,17,6,6,8,13,12,19,5,7,5,4,20,24,10,18,10,15,2,2,13,20,4,5,10,15,17,16,17,22,10,11,25,25,7,7,21,23,5,3,20,19,19,17,14,10,16,16,16,17,21,21,10,8,2,2,-1,6,13,12,16,21,12,14,-1,13,-1,20,-1,13,N,IL
169876,283070,2015-01-12,0,K,21,0.887,0.0004,"1,113",1.2665,Y,6,8,6,8,5,7,10,17,13,22,13,23,Y,K,10,19,7,18,8,21,1,5,5,11,K,15495,0,0,0,0,0,0,0,1,1,3,3,7,0,N,1,3,-1,-1,0,5,2,2,6,XR,YV,ZW,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,11,15,-1,20,N,N,Y,0,S,1,0,1,-1,21,4,2,C,4,2,2,1,2,0,0,6,8,2,1,6,9,1.0,12,18,4,B,,N,O,N,G,N,0,N,Y,N,12,14,8,17,10,8,11,13,18,20,-1,23,13,21,22,22,14,21,20,23,-1,25,14,22,21,22,15,22,-1,16,23,23,9,18,2,5,-1,4,9,11,1,1,-1,8,-1,15,-1,24,19,20,13,10,7,10,16,14,4,4,10,16,4,3,9,13,9,15,10,16,6,5,11,19,5,4,8,18,2,2,8,15,4,10,13,8,11,13,23,24,6,2,11,16,10,10,7,14,15,13,20,20,17,16,20,22,20,22,20,18,15,15,4,8,-1,11,17,19,12,15,8,8,-1,14,-1,6,-1,11,N,TX
226658,377887,2013-09-05,0,B,23,0.9403,0.0006,965,1.02,N,10,17,10,18,14,21,10,17,13,22,1,6,Y,E,6,13,7,19,5,17,1,4,3,21,Q,19484,0,0,0,0,0,0,0,0,0,15,19,7,0,N,1,2,5,4,0,3,2,4,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,16,21,-1,15,N,N,Y,0,O,0,0,1,-1,21,4,2,C,4,25,25,2,2,0,0,10,17,2,1,8,11,2.0,5,5,4,B,0.0,N,O,Y,H,Y,2,N,N,N,5,4,10,19,25,25,23,24,11,9,-1,13,2,6,4,6,2,6,2,8,-1,25,2,4,3,5,2,5,-1,7,6,6,2,6,16,23,25,25,4,7,5,14,-1,9,-1,15,-1,7,17,16,19,22,16,19,21,20,16,23,18,23,8,14,11,18,8,13,21,24,20,24,16,23,16,23,4,8,11,17,10,19,2,4,14,11,7,6,4,5,9,7,22,24,9,4,9,18,25,25,24,25,25,25,21,23,22,24,24,25,14,13,2,1,-1,2,8,5,7,6,25,25,25,25,-1,4,-1,11,N,CA
188347,313945,2015-04-24,0,C,17,0.8746,0.0006,"1,487",1.3045,Y,13,20,13,20,11,19,20,24,13,22,13,23,Y,F,5,10,4,12,2,5,1,5,5,11,V,5391,0,0,0,0,0,0,0,1,1,12,16,7,0,N,1,3,-1,-1,0,5,2,4,8,XE,XV,YI,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,6,9,-1,15,N,N,Y,0,N,1,0,1,-1,22,3,2,C,4,9,18,1,2,1,0,13,20,2,1,13,19,2.0,9,12,4,B,,Y,O,N,H,N,0,N,Y,N,10,10,6,12,-1,-1,14,17,6,3,-1,13,9,18,11,17,10,18,14,18,-1,25,9,17,13,17,9,17,-1,21,9,9,10,19,2,8,-1,18,21,21,5,12,25,25,25,25,-1,18,16,15,17,17,10,13,21,20,8,14,8,9,10,19,5,5,6,10,9,14,14,19,11,19,12,19,2,3,8,12,3,4,13,22,19,18,21,24,12,21,24,25,8,8,18,19,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,7,4,2,16,20,-1,17,-1,2,-1,8,N,IL
240489,400844,2015-04-30,1,F,22,1.0101,0.004,548,1.2694,N,2,1,2,1,3,3,1,1,13,22,13,23,T,J,9,18,4,11,9,22,0,3,4,10,Q,3879,0,0,1,1,0,0,0,1,1,10,13,6,1,N,1,2,11,19,0,1,2,2,10,XW,YH,XF,XX,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,8,12,-1,3,N,N,Y,0,N,1,0,1,-1,21,4,0,B,4,3,4,0,1,1,0,2,1,2,1,4,4,2.0,2,2,14,A,,N,O,Y,H,Y,1,N,N,N,21,24,3,6,10,8,12,13,12,12,-1,19,4,10,10,16,5,11,6,13,-1,25,4,10,10,16,5,10,-1,11,11,18,5,13,2,10,-1,19,23,24,22,24,-1,16,-1,20,-1,17,18,17,14,13,7,10,19,18,6,7,6,5,6,7,6,6,13,21,7,9,6,4,9,15,6,6,5,11,7,9,7,14,10,16,23,20,11,13,11,16,16,17,8,8,13,15,6,5,12,10,8,3,9,5,15,15,13,13,10,4,15,15,10,19,-1,19,15,16,9,10,11,13,-1,6,-1,16,-1,10,N,NJ
131284,218520,2013-07-16,0,E,23,0.9487,0.0006,"1,480",1.3045,N,9,16,9,16,8,14,9,15,13,22,13,23,T,F,3,5,12,22,10,22,1,5,5,1,V,15017,0,0,0,0,0,0,0,1,1,7,10,6,1,N,1,2,14,21,0,1,2,5,16,XB,YU,ZP,ZQ,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,11,15,-1,25,N,N,Y,0,R,1,0,1,-1,24,1,2,C,1,8,16,0,2,1,0,9,16,3,1,11,16,2.0,7,9,4,B,,N,O,N,H,N,0,N,N,N,12,13,8,16,18,19,20,23,8,6,-1,13,9,18,11,17,10,18,14,18,-1,25,9,17,13,17,9,17,-1,21,9,12,10,19,2,7,-1,13,17,16,3,7,-1,23,-1,25,-1,15,1,1,1,1,1,1,1,1,6,8,8,11,7,10,12,19,10,18,10,16,16,22,10,18,9,12,13,23,7,9,4,6,13,22,17,16,20,24,12,20,21,22,9,10,16,18,6,6,21,22,22,23,16,14,19,21,19,21,20,19,14,14,4,6,-1,6,6,3,11,13,12,13,-1,20,-1,4,-1,8,N,IL
9476,15695,2013-02-01,1,F,3,0.9023,0.0038,564,1.067,N,9,15,9,15,12,20,8,14,13,22,13,23,Y,E,7,15,2,4,2,2,1,4,3,14,V,48475,0,0,0,0,0,0,0,1,0,6,7,7,0,N,1,2,18,22,0,1,2,1,8,XX,ZK,XF,ZN,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,3,2,-1,9,N,N,Y,0,R,1,0,1,-1,21,1,2,C,4,5,10,0,2,1,0,8,13,2,1,13,18,2.0,8,11,4,B,,N,M,Y,F,Y,1,N,N,N,17,21,3,7,4,2,10,11,9,7,-1,19,4,10,10,16,5,11,6,13,-1,25,4,10,10,16,5,10,-1,11,11,18,5,13,2,10,-1,19,23,24,22,24,-1,16,-1,20,-1,17,21,22,18,19,13,17,22,21,5,6,6,6,7,10,4,3,19,24,7,9,14,18,5,7,6,5,8,18,12,19,5,9,21,24,23,21,22,24,13,21,18,20,8,8,15,17,6,5,9,6,3,1,5,2,18,19,15,15,4,2,17,19,14,21,-1,22,17,20,10,10,14,18,-1,12,-1,14,-1,10,N,NJ
235072,391867,2013-07-17,0,B,24,0.9403,0.0006,965,1.02,N,4,5,4,5,4,4,4,5,13,22,1,6,Y,E,12,21,3,6,4,14,1,4,3,17,T,31059,0,0,2,2,0,0,0,0,0,8,11,6,1,N,1,2,12,20,0,1,2,5,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,8,11,-1,24,Y,Y,Y,0,D,1,0,1,-1,21,4,2,C,2,4,7,1,2,0,0,4,5,2,1,7,10,1.0,13,19,10,B,,N,O,Y,H,Y,2,N,N,N,18,21,12,22,6,3,3,2,25,25,-1,13,2,8,2,3,2,4,2,6,-1,25,2,8,2,4,2,4,-1,7,3,3,2,3,16,23,-1,24,2,2,2,4,-1,4,-1,15,-1,5,13,8,16,15,16,20,15,11,15,22,12,18,7,11,16,23,10,17,7,9,12,14,5,6,9,12,11,21,10,16,5,9,3,7,2,3,9,10,8,7,14,16,2,4,11,13,21,23,6,3,12,5,11,7,7,5,6,4,8,3,16,17,22,25,-1,25,6,3,22,24,1,1,-1,1,-1,11,-1,13,N,CA
90834,151341,2014-11-19,0,J,26,0.887,0.0004,"1,113",1.2665,N,7,11,7,11,6,9,6,10,13,22,13,23,Y,F,9,18,6,18,7,19,1,5,5,11,T,7312,0,0,0,0,0,0,0,1,1,6,7,6,1,N,1,2,7,15,0,1,2,5,10,XQ,ZK,YK,ZT,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,9,13,-1,13,N,N,Y,0,J,1,0,1,-1,21,4,2,C,4,5,11,1,2,1,0,7,11,2,1,10,16,1.0,17,23,10,B,,N,K,N,G,N,0,N,N,N,17,21,2,3,12,10,8,8,4,2,-1,23,14,23,22,22,15,22,20,23,-1,25,15,22,21,22,15,22,-1,22,23,23,14,22,2,3,-1,2,9,11,3,5,-1,4,-1,15,-1,22,9,3,6,3,3,2,8,3,2,2,3,2,9,15,8,12,3,2,3,2,7,6,5,6,13,21,15,23,9,14,13,22,8,13,11,7,11,13,12,20,8,4,10,14,12,13,10,18,11,8,22,22,18,17,3,2,3,2,19,17,5,2,7,13,-1,8,10,7,11,14,23,25,-1,8,-1,24,-1,8,N,TX
61924,103087,2013-09-04,0,J,20,0.9497,0.0004,"1,165",1.2665,N,6,9,6,9,5,7,5,8,13,22,1,6,Y,F,10,19,8,19,9,21,1,3,4,4,T,53293,0,0,0,0,0,0,0,1,1,14,18,6,1,N,1,3,-1,-1,0,5,2,1,13,ZT,XR,YI,XX,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,1,1,-1,2,N,N,Y,0,J,1,0,1,-1,21,4,2,C,2,4,8,1,2,0,0,6,9,2,1,9,13,1.5,9,13,3,B,,N,O,Y,H,N,2,N,Y,N,17,21,3,6,1,1,8,8,24,25,-1,16,24,24,23,23,24,24,20,22,-1,25,24,25,23,23,24,24,-1,25,24,23,23,25,2,2,-1,4,12,15,5,12,-1,13,-1,15,-1,24,15,9,15,13,9,11,18,18,12,19,12,18,7,10,10,16,11,18,7,10,12,15,4,4,6,6,8,18,4,4,5,7,11,18,15,13,13,18,11,15,6,2,9,9,12,14,12,20,3,2,13,7,12,7,9,7,8,6,8,3,6,3,12,20,-1,19,14,14,9,9,2,1,-1,10,-1,11,-1,23,N,TX
151073,251474,2014-08-12,0,J,23,0.8928,0.0004,"1,113",1.2665,N,5,8,5,8,5,6,5,7,13,22,13,23,Y,F,10,20,20,24,24,25,1,5,5,11,T,48867,0,1,1,1,1,1,1,1,1,3,3,6,1,N,1,2,7,14,0,1,2,4,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,10,15,-1,9,N,N,Y,0,J,0,0,1,-1,21,4,2,C,2,1,1,1,2,0,0,5,8,2,1,8,12,1.0,15,21,10,B,0.0,N,K,N,G,N,0,N,N,N,16,20,25,25,4,2,4,4,19,21,-1,24,13,21,22,22,14,21,19,22,-1,25,14,21,21,22,14,21,-1,18,23,22,10,19,2,5,-1,14,8,10,3,7,-1,5,-1,15,-1,20,19,20,13,10,7,10,16,14,19,24,11,16,17,24,8,12,16,23,3,2,15,19,9,16,10,15,13,22,13,20,8,15,7,11,13,10,17,22,22,24,8,5,11,18,12,14,8,16,1,1,20,19,23,24,1,1,1,1,13,8,3,2,8,16,-1,21,16,17,25,25,1,1,-1,1,25,25,25,25,N,TX
234342,390653,2015-03-23,0,K,21,0.887,0.0004,"1,113",1.2665,Y,11,18,11,18,10,16,17,23,13,22,13,23,Y,G,6,12,7,18,5,16,0,5,5,11,K,27554,0,0,0,0,0,0,0,1,1,8,11,7,0,N,1,3,-1,-1,0,5,2,4,5,XJ,YV,YP,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,2,2,-1,5,N,N,Y,0,J,1,0,1,-1,21,3,2,C,4,6,13,0,2,1,0,11,18,2,3,14,20,2.0,9,13,6,B,,N,N,Y,G,N,2,N,Y,N,12,15,3,7,13,12,23,24,21,23,-1,24,14,22,22,22,14,22,20,23,-1,25,14,22,21,22,15,22,-1,20,23,22,12,22,2,3,-1,10,9,11,3,6,-1,4,-1,15,-1,22,10,3,10,4,6,6,11,4,1,1,5,4,1,1,9,13,1,1,11,17,1,1,6,10,1,1,11,21,1,1,9,17,5,10,13,9,1,1,20,23,1,1,11,17,1,1,8,15,19,18,21,21,18,17,23,24,24,25,22,22,20,22,2,2,-1,8,13,12,9,9,7,6,-1,21,-1,8,-1,18,N,TX
133196,221651,2014-09-10,0,B,25,0.9153,0.0007,935,1.02,N,3,2,3,2,2,2,2,2,13,22,13,23,Y,D,15,23,1,1,3,10,1,5,5,11,T,35384,0,0,0,0,0,0,0,1,1,10,13,6,1,N,1,2,6,9,0,1,2,4,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,6,9,-1,23,N,N,Y,0,D,1,0,1,-1,21,4,2,C,1,3,4,0,2,0,0,3,2,2,1,3,3,1.0,8,10,4,B,,N,O,Y,G,N,2,N,N,N,14,17,13,23,9,6,4,3,15,17,-1,13,1,1,8,9,2,8,2,6,-1,25,2,2,6,9,2,9,-1,7,10,15,3,9,2,17,-1,14,3,6,4,11,-1,13,-1,15,-1,9,16,14,24,24,21,23,24,24,20,24,10,15,11,20,10,16,2,2,9,15,15,20,5,6,13,20,18,24,8,11,7,13,8,12,19,18,8,9,2,2,10,10,25,25,10,11,6,10,3,2,14,9,16,14,2,1,2,1,7,3,18,20,22,25,-1,19,12,10,21,24,2,1,-1,2,25,25,-1,21,N,CA
223808,373066,2014-02-02,0,J,23,0.8922,0.0004,"1,113",1.2665,N,4,5,4,6,4,4,4,5,13,22,13,23,T,F,6,11,16,24,21,25,1,5,5,20,M,39917,1,0,0,0,0,0,0,0,0,-1,-1,7,0,N,1,1,2,1,0,4,2,6,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,16,21,-1,4,N,N,Y,0,J,0,0,1,-1,21,5,0,B,4,2,1,0,1,1,0,4,5,2,1,6,8,1.0,12,17,10,B,0.0,N,O,N,E,N,0,N,N,N,15,18,12,22,6,4,3,2,8,6,-1,14,23,24,24,24,23,24,22,24,-1,25,24,24,24,24,24,24,-1,24,24,25,22,24,2,3,-1,14,12,14,6,16,-1,15,-1,15,-1,23,19,21,17,18,9,12,22,21,17,23,8,9,9,15,6,7,7,11,4,3,13,17,2,2,9,12,2,3,6,8,2,2,19,24,13,9,13,18,10,14,10,10,9,10,13,15,12,19,3,2,17,14,15,12,6,4,6,4,14,8,16,16,11,19,-1,10,12,10,7,6,15,18,-1,2,-1,11,-1,8,N,TX
193261,322133,2013-07-11,0,E,14,0.9487,0.0006,"1,480",1.3045,N,4,5,4,5,4,4,4,5,25,25,25,25,Y,K,12,21,2,4,4,12,1,4,3,16,V,14989,0,0,0,0,0,0,0,1,1,22,24,7,0,N,1,2,6,9,0,1,2,2,6,XJ,XV,ZL,XC,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,2.0,13,17,-1,8,N,N,Y,0,D,1,0,1,-1,21,4,2,C,4,5,10,0,1,1,0,4,5,2,1,3,3,1.0,8,11,13,B,,N,O,Y,H,Y,2,N,N,N,9,9,6,13,18,19,16,19,12,12,-1,13,9,18,11,17,10,18,14,18,-1,25,9,17,13,17,9,17,-1,21,9,9,10,19,2,8,-1,18,21,21,5,12,25,25,25,25,-1,18,16,15,17,17,10,13,21,20,8,13,8,10,9,17,7,8,8,13,8,13,16,21,10,18,14,21,2,3,9,13,3,4,11,19,17,15,22,24,12,19,25,25,8,8,19,20,6,8,22,22,21,21,13,9,20,22,18,20,12,6,3,1,3,5,-1,13,19,22,8,7,17,21,-1,14,-1,12,-1,8,N,IL
179356,298860,2014-07-09,0,J,23,0.8928,0.0004,"1,113",1.2665,N,12,19,12,19,10,17,11,18,13,22,13,23,Y,G,6,12,22,25,15,24,1,5,5,11,T,30245,0,0,0,0,0,0,0,1,1,13,16,6,1,N,1,2,25,25,0,1,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,4,5,-1,16,N,N,Y,0,S,0,0,1,-1,21,4,2,C,1,5,11,1,3,0,0,12,19,2,1,16,21,3.0,6,6,4,B,0.0,Y,O,N,H,N,0,N,N,N,14,17,12,22,8,6,19,21,24,25,-1,14,22,24,23,23,22,23,20,22,-1,25,25,25,23,23,24,25,-1,23,23,22,18,23,2,7,-1,4,9,11,4,9,-1,16,-1,15,-1,21,11,5,10,4,5,4,13,5,6,9,3,2,3,3,10,16,7,10,19,24,4,3,8,13,3,2,2,3,6,6,5,7,25,25,17,15,19,23,12,19,11,11,9,11,10,8,13,20,13,11,16,11,8,4,24,25,24,24,19,17,18,20,5,9,-1,11,9,5,14,17,6,5,-1,15,-1,2,-1,20,N,TX
6727,11207,2014-03-21,0,B,23,0.9153,0.0007,935,1.02,N,13,20,13,20,11,18,12,19,13,22,13,23,Y,D,5,11,9,21,6,18,0,5,5,11,Q,12166,0,0,0,0,0,0,0,0,0,-1,-1,7,0,N,1,3,-1,-1,0,5,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,24,25,-1,22,N,N,Y,0,O,0,0,1,-1,21,1,1,A,4,21,24,1,2,0,0,13,20,2,1,9,14,2.0,6,7,4,B,0.0,N,N,N,G,Y,2,N,Y,N,5,3,4,7,25,25,25,25,6,3,-1,13,2,6,4,6,2,6,2,8,-1,25,2,4,3,5,2,5,-1,7,6,6,2,6,16,23,25,25,4,7,5,14,-1,9,-1,15,-1,7,17,16,19,22,16,19,21,20,18,23,13,20,8,12,12,19,5,7,16,23,16,21,16,23,14,22,5,12,9,13,10,20,2,4,14,11,8,9,5,5,9,7,22,24,9,4,9,18,24,24,23,24,24,25,15,16,16,17,22,21,17,18,3,5,-1,9,7,4,11,13,14,18,25,25,-1,7,-1,17,N,CA
